zone_id,zone_name,source_geography,is_estimate,project_capacity_weight,allocation_share,crime_category,crime_metric,district_reported_crime_count,estimated_zone_crime_count,allocation_method
4,Harsiddhi Mandir,Ujjain district,TRUE,80,0.222222,"Indecent Representation of Women (Prohibition) Act, 1986","Indecent Representation of Women (Prohibition) Act, 1986",0,0,project-capacity-weighted largest-remainder estimate
5,Bada Ganesh Mandir,Ujjain district,TRUE,30,0.083333,"Indecent Representation of Women (Prohibition) Act, 1986","Indecent Representation of Women (Prohibition) Act, 1986",0,0,project-capacity-weighted largest-remainder estimate
6,Kal Bhairav Mandir,Ujjain district,TRUE,60,0.166667,"Indecent Representation of Women (Prohibition) Act, 1986","Indecent Representation of Women (Prohibition) Act, 1986",0,0,project-capacity-weighted largest-remainder estimate
1,Mahakaleshwar Mandir,Ujjain district,TRUE,100,0.277778,Total SLL Crimes against Women,Total SLL Crimes against Women,132,37,project-capacity-weighted largest-remainder estimate
2,Ram Ghat,Ujjain district,TRUE,50,0.138889,Total SLL Crimes against Women,Total SLL Crimes against Women,132,18,project-capacity-weighted largest-remainder estimate
3,Kshipra Bridge,Ujjain district,TRUE,40,0.111111,Total SLL Crimes against Women,Total SLL Crimes against Women,132,15,project-capacity-weighted largest-remainder estimate
4,Harsiddhi Mandir,Ujjain district,TRUE,80,0.222222,Total SLL Crimes against Women,Total SLL Crimes against Women,132,29,project-capacity-weighted largest-remainder estimate
5,Bada Ganesh Mandir,Ujjain district,TRUE,30,0.083333,Total SLL Crimes against Women,Total SLL Crimes against Women,132,11,project-capacity-weighted largest-remainder estimate
6,Kal Bhairav Mandir,Ujjain district,TRUE,60,0.166667,Total SLL Crimes against Women,Total SLL Crimes against Women,132,22,project-capacity-weighted largest-remainder estimate
1,Mahakaleshwar Mandir,Ujjain district,TRUE,100,0.277778,Total Crime against Women (IPC/BNS + SLL Crimes),Total Crime against Women (IPC/BNS + SLL Crimes),880,244,project-capacity-weighted largest-remainder estimate
2,Ram Ghat,Ujjain district,TRUE,50,0.138889,Total Crime against Women (IPC/BNS + SLL Crimes),Total Crime against Women (IPC/BNS + SLL Crimes),880,122,project-capacity-weighted largest-remainder estimate
3,Kshipra Bridge,Ujjain district,TRUE,40,0.111111,Total Crime against Women (IPC/BNS + SLL Crimes),Total Crime against Women (IPC/BNS + SLL Crimes),880,98,project-capacity-weighted largest-remainder estimate
4,Harsiddhi Mandir,Ujjain district,TRUE,80,0.222222,Total Crime against Women (IPC/BNS + SLL Crimes),Total Crime against Women (IPC/BNS + SLL Crimes),880,196,project-capacity-weighted largest-remainder estimate
5,Bada Ganesh Mandir,Ujjain district,TRUE,30,0.083333,Total Crime against Women (IPC/BNS + SLL Crimes),Total Crime against Women (IPC/BNS + SLL Crimes),880,73,project-capacity-weighted largest-remainder estimate
6,Kal Bhairav Mandir,Ujjain district,TRUE,60,0.166667,Total Crime against Women (IPC/BNS + SLL Crimes),Total Crime against Women (IPC/BNS + SLL Crimes),880,147,project-capacity-weighted largest-remainder estimate
